AGL Technology Questionnaire						
RFP Questionnaire ID	Functional Area	Question	Provide details to address AGL's questions	References	Response Definition	Customisation Definition
RES.102	Data Governance Workflow	Describe your customization options for governance workflows.	Unity Catalog provides native governance workflow customisation without third-party tools, enabling AGL to adapt data governance as regulatory and business requirements evolve under CTAP.  Three core capabilities deliver flexible governance:  1. Attribute-Based Access Control (ABAC, Public Preview) enables tag-driven policies defined once at catalog or schema level with automatic inheritance. Custom user-defined functions support row filtering and column masking based on AGL-specific business rules, allowing governance that reflects operational context rather than rigid role hierarchies.  2. Governed tag policies enforce standardised metadata workflows with account-level control over tag keys, values, and assignment permissions. This supports automated classification and operational automation, streamlining compliance workflows for TCFD, SASB, and GRI reporting requirements.  3. Access request workflows in Unity Catalog  (Public Preview) integrate with existing collaboration tools through configurable approval destinations including email, Slack, Microsoft Teams, webhooks, or external systems like JIRA or ServiceNow. This enables self-service data discovery with appropriate oversight.  All governance configurations support Infrastructure-as-Code deployment via REST API, Databricks CLI, SDKs, and Terraform, ensuring policies are version-controlled, auditable, and consistently deployed across environments.  	References: Attribute-Based Access Control in Unity Catalog Configure access request destinations Automate Unity Catalog with Terraform Best practices for data and AI governance Data governance with Databricks	Full	Yes
RES.103	Data Wrangling	How do you support interactive data wrangling for large datasets?	Databricks supports interactive data wrangling at scale through three integrated capabilities that enable AGL's data teams to explore energy consumption patterns, customer behaviour, and operational datasets efficiently.  1. Collaborative notebooks provide real-time coauthoring in Python, SQL, Scala, and R with built-in data profiling, interactive visualisations, and result set filtering. Teams can explore datasets and generate summary statistics using low-code, visual tools in the results table without modifying the underlying code, enabling rapid iteration on customer segmentation or demand forecasting analysis.  2. DBSQL serverless warehouses deliver 2-6 second startup times with intelligent autoscaling and Photon query engine acceleration, optimised for exploratory analysis and business intelligence workloads. Automatic disk caching on SSD-backed workers enables faster repeated access to terabyte-scale datasets, critical for analysing historical energy market data or customer usage patterns.  3. Databricks Assistant accelerates exploration through natural language, generating SQL queries and Python code from business questions, creating visualisations on demand, and providing AI-powered debugging to streamline workflows for analysts across the organisation.  Performance at scale combines Photon vectorised execution delivering 3-8x faster queries, automatic disk caching, and intelligent data skipping to enable sub-second interactive responses on terabyte-scale datasets. All features are enabled by default on serverless compute with no manual tuning required.  	References: Databricks Notebooks SQL Warehouse Types Databricks Assistant FAQ Exploratory Data Analysis on Databricks Databricks SQL Performance Improvements	Full	Yes
RES.104	Data Wrangling	Describe your version control and reusability features for wrangling steps.	Databricks provides version control and reusability for data wrangling through three core capabilities that align with AGL's governance and change management requirements.  1. Databricks Asset Bundles enable infrastructure-as-code where transformation logic, pipelines, and dependencies are defined as version-controlled YAML configurations. Teams write wrangling steps once and deploy across dev-staging-prod environments using parameterised variables for environment-specific settings like catalogs, compute, and schedules. This eliminates manual errors and ensures consistent deployments.  2. Git integration through Git Folders provides native commit-push-pull operations with visual diff comparison. Teams collaborate via feature branches with automated CI/CD triggers, whilst automatic notebook revision history maintains point-in-time snapshots for rollback.  3. Liquibase Connector brings database schema version control to the lakehouse. DDL changes are tracked as versioned migration scripts with automated deployment, rollback capabilities, and audit trails critical for AGL's compliance processes.  Reusability is achieved through parameterisation where common wrangling steps in notebooks or Lakeflow Spark Declarative Pipelines are referenced across bundles. Custom templates enforce organisational standards for data quality checks and naming conventions, ensuring consistency across AGL's data engineering teams.  	References: Databricks Asset Bundles documentation Best practices and recommended CI/CD workflows on Databricks Databricks schema versioning with Flyway and Liquibase Announcing the General Availability of Databricks Asset Bundles	Full	Yes
RES.105	Data Wrangling	What ML-driven wrangling suggestions do you offer?	"Databricks delivers four ML-driven wrangling capabilities that accelerate AGL's data transformation work.  Databricks Assistant (GA) generates SQL and Python code from natural language. Data engineers describe tasks like ""flatten nested JSON meter readings and aggregate by customer"" and receive executable code leveraging Unity Catalog schemas. In Edit mode, the Assistant proposes notebook‑wide refactors and updates across multiple cells from a single prompt; you can review and accept or reject each change (or Accept All) before applying them.   AI/BI Genie (GA) enables business users to wrangle data conversationally. Questions like ""calculate average consumption excluding estimated reads"" translate into optimised SQL with appropriate joins and aggregations. Genie learns AGL's organisational terminology to improve accuracy.  Assistant Autocomplete (GA) provides real-time inline suggestions as analysts type, understanding Databricks-specific patterns including Delta Lake operations and DataFrame transformations. The model uses context from neighbouring cells, runtime schemas and Unity Catalog metadata.  Data Science Agent (Beta) automates automates multi‑step workflows from a single prompt. Users prompt ""perform exploratory analysis on smart meter data and clean anomalies"" and the agent plans steps, generates code, executes transformations, interprets results and fixes errors automatically.  All capabilities integrate with Unity Catalog to maintain AGL's governance standards while accelerating transformation work.  "	References: Databricks Assistant FAQ AI/BI Genie documentation Announcing General Availability of Databricks Assistant Autocomplete Exploratory data analysis on Databricks Tools and techniques	Full	Yes
RES.106	Model Training	Explain your architecture for distributed training of large-scale models.	Databricks distributed training architecture separates orchestration, compute, and data concerns for scalability and flexibility.  For orchestration, TorchDistributor and DeepSpeed integrate with PySpark to support Data Parallel, Fully Sharded Data Parallel, and ZeRO optimisation across single-node multi-GPU and multi-node configurations. Ray on Databricks provides specialised parallel compute for complex workflows, supporting PyTorch, TensorFlow, and HuggingFace with Ray Tune for hyperparameter optimisation.  Serverless GPU Compute eliminates manual cluster configuration while supporting A10 and H100 accelerators. Multi-GPU training works on both types, with multi-node training available on A10s. This reduces operational overhead for data science teams.  The data layer uses Mosaic StreamingDataset for optimised distributed loading with prefetching and interleaving, purpose-built for multi-node training. This maintains correctness guarantees across large datasets stored in Unity Catalog.  MLflow automatically tracks experiments across distributed runs, while Unity Catalog governs training data and resulting models. GPU-aware scheduling distributes tasks efficiently across available accelerators.  For AGL, this architecture enables faster iteration on energy demand forecasting and customer behaviour models critical to renewable generation planning and firming capacity optimisation, while maintaining governance and cost control through serverless infrastructure.  	References: Databricks Runtime 16.4 LTS for Machine Learning Distributed training with DeepSpeed distributor Prepare data for distributed training AI and machine learning on Databricks Distributed Data Parallel (DDP) training	Full	Yes
RES.107	Model Training	How do you monitor and optimize training jobs automatically?	Databricks automates training job monitoring through integrated tooling that reduces manual overhead for AGL's data science teams.  MLflow Autologging captures parameters, metrics, and artefacts automatically from scikit-learn, PyTorch, TensorFlow, XGBoost, and LightGBM without code changes. Every training session becomes an auditable MLflow run, creating complete lineage for model development.  Hyperparameter optimisation runs automatically via Optuna, Ray Tune, and Hyperopt. These frameworks parallelise tuning across cluster workers, log experiments to MLflow, and use Bayesian optimisation to search parameter spaces efficiently. This accelerates time-to-optimal-model for AGL's forecasting and customer analytics workloads.  System tables track job runs, compute resources, and training metrics across workspaces. Teams build SQL dashboards for cost monitoring, performance tracking, and failure alerts without additional instrumentation.  Real-time monitoring includes TensorBoard for training visualisation and cluster metrics showing CPU, GPU, memory, and Spark execution with sub-minute latency. For production models, inference tables log serving endpoint requests to Unity Catalog Delta tables, enabling automated retraining workflows and drift detection through Lakeflow Jobs orchestration.  This integrated approach supports AGL's data-driven decision-making while minimising operational complexity.  	References: MLflow Autologging Hyperparameter tuning with AutoML System tables for jobs MLOps workflows on Azure Databricks Best practices for performance efficiency Forecasting with AutoML Supercharging AI Model Building with Ray and Databricks	Full	Yes
RES.108	Model Training	Describe your integration with GPU/TPU resources.	Databricks provides native integration with NVIDIA GPU resources on AWS and Azure, supporting multiple instance types including H100, A100, A10, T4, and V100 for both single-node and distributed training scenarios.  Databricks Runtime ML pre-configures NVIDIA drivers, CUDA Toolkit, cuDNN, and TensorRT, eliminating manual setup and compatibility issues. GPU-aware scheduling from Apache Spark automatically distributes tasks across available GPUs, with configurable parameters to optimise for distributed training or parallel inference workloads.  Serverless GPU Compute, currently in Public Preview, provides on-demand access to GPU accelerators without cluster management overhead. This supports custom deep learning workloads with automatic scaling and integration with Notebooks, Unity Catalog, and MLflow.  TPU integration is exclusive to Databricks on Google Cloud Platform as TPUs are Google's proprietary accelerators. For AWS and Azure deployments, NVIDIA GPU instances provide the hardware acceleration required for AI and ML workloads.  	References: Serverless GPU compute Distributed Data Parallel (DDP) training Create custom model serving endpoints Accelerated DBRX Inference on Agent Bricks Model Serving	Full	Yes
RES.109	Model Execution / Hosting	How do you support low-latency model inference at scale?	Databricks Agent Bricks Model Serving delivers production-grade, low-latency inference for AGL's customer-facing applications and real-time decision systems.  The platform handles over 25,000 queries per second with sub-50 millisecond overhead latency using serverless compute that automatically scales based on demand. For high-throughput workloads, route optimisation achieves 50,000+ QPS per workspace. GPU acceleration (GPUSMALL, GPUMEDIUM, GPU_LARGE workload types) supports deep learning models and LLMs, while provisioned throughput Foundation Model APIs guarantee consistent performance for production GenAI applications.  Endpoints support configurable provisioned concurrency with autoscaling, calculated as Required Concurrency = Target QPS × Average Latency, with defaults up to 200 concurrent requests (expandable on request). Native integration with Databricks Online Feature Stores provides millisecond-latency feature access, eliminating manual lookups.  Models are exposed as REST APIs with unified MLflow interfaces, OAuth authentication, and comprehensive monitoring through inference tables and MLflow AI Gateway for governance. This architecture ensures AGL can deliver responsive, data-driven customer experiences while maintaining enterprise security and observability standards.  	References: Deploy models using Agent Bricks Model Serving Optimise Model Serving endpoints for production Create custom model serving endpoints Load testing for serving endpoints Fast, Secure and Reliable: Enterprise-grade LLM Inference	Full	Yes
RES.110	Model Execution / Hosting	Describe your deployment strategy for multi-cloud and hybrid environments.	Databricks delivers portable, governance-first deployment across cloud and hybrid environments, preventing vendor lock-in while maintaining consistent security and compliance.  Three core capabilities enable this. First, open standards through MLflow packaging. Models deploy unchanged across AWS, Azure, GCP, on-premises Kubernetes, or edge devices. Your models trained on AWS today serve from Azure or hybrid infrastructure tomorrow without refactoring.  Second, unified governance via Unity Catalog. Centralised access control, auditing, and lineage tracking apply across all deployment targets. Models registered once are accessible across workspaces with policies enforced consistently, whether serving from AWS Sydney, Azure Melbourne, or on-premises infrastructure.  Third, flexible serving patterns. Agent Bricks Model Serving provides REST APIs for serverless endpoints in any supported region. MLflow packaging enables deployment to third-party platforms like AWS SageMaker or custom containers. For hybrid scenarios, external tables access on-premises data under Unity Catalog governance, and Delta Sharing replicates models across environments without data duplication.  This approach supports AGL's current AWS foundation while preserving optionality for future multi-cloud or hybrid requirements driven by regulatory, resilience, or commercial considerations. Models remain portable assets, not cloud-locked liabilities.  	References: MLOps workflows on Databricks How does Databricks support CI/CD for machine learning? Optimize Model Serving endpoints for production Fast, Secure and Reliable: Enterprise-grade LLM Inference	Full	Yes
RES.111	Model Execution / Hosting	What autoscaling capabilities exist for inference workloads?	Databricks Model Serving provides multiple autoscaling patterns for inference workloads, optimising compute costs while maintaining service reliability.  Serverless endpoints scale automatically based on real-time traffic. The platform adjusts provisioned concurrency in increments of one concurrent requests, scaling up instantly during peak demand and reducing capacity as traffic decreases. You configure minimum and maximum concurrency thresholds to balance cost and performance.  Scale-to-zero reduces endpoints to zero capacity after 30 minutes of inactivity, certain optimized compute tiers allow for shorter inactivity timeouts (as low as 60 seconds) to further reduce costs in development environments. , ideal for development environments. Cold-start latency is 10-20 seconds, making this unsuitable for latency-sensitive production workloads requiring guaranteed availability.  Foundation Model APIs with provisioned throughput scale automatically in Model Units, with rapid GPU compute adjustments. You pay only for capacity actively used during each billing period.  Batch inference workloads scale infrastructure automatically without configuration, dynamically provisioning multiple throughput bands to process large datasets with built-in fault tolerance and automatic retries.  Workload sizing options allow appropriate scaling ranges: Small (0-4 concurrent requests), Medium (8-16), Large (16-64). Custom configurations support high-throughput requirements exceeding 200 queries per second and enabling Route Optimization during endpoint creation can reach 50,000+ QPS  	References: Optimize Model Serving endpoints for production Autoscaling Create foundation model serving endpoints Fast, Secure and Reliable: Enterprise-grade LLM Inference	Full	Yes
RES.112	Feature Store	Explain your centralized feature store architecture for ML models.	Databricks centralises feature management through Unity Catalog integration. Any Delta table with a primary key can be treated as a feature table, unifying data and feature governance under a single platform. This supports AGL's ML operations across energy forecasting, customer analytics, and operational models with consistent governance.  The Feature Engineering Client enables batch and streaming feature computation using standard Spark pipelines. For real-time applications like demand forecasting or customer experience optimisation, Databricks Online Feature Stores (Public Preview) deliver millisecond-latency feature access through Lakebase, with automatic synchronisation from offline tables.  Core capabilities include automatic lineage tracking from raw data through features to models, cross-workspace feature sharing for collaboration between teams, and automatic feature lookup at inference time. Models trained with features automatically retrieve correct values during both batch scoring and real-time serving, reducing deployment errors.  Feature Serving endpoints expose features to external applications via REST APIs with Unity Catalog authentication, enabling integration with AGL's existing systems while maintaining security standards.  This architecture accelerates AGL's ML development cycles while ensuring features remain governed, reusable, and traceable across the organisation.  	References: Databricks feature engineering and legacy Workspace Feature Store release notes Announcing Lakebase Public Preview Use features to train models MLOps workflows on Azure Databricks	Full	Yes
RES.113	Feature Store	How do you ensure versioning and reuse of features across models?	Databricks ensures feature versioning and reuse through Unity Catalog's integration with Delta Lake's native versioning capabilities.  Feature tables are Delta tables that automatically create immutable versions for each modification. Time-travel queries retrieve historical feature values for model reproducibility and compliance auditing. Models logged using FeatureEngineeringClient automatically retain references to exact feature table versions used during training, eliminating version drift between training and inference. For time-series features, point-in-time lookups ensure models access feature values as they existed at specific timestamps, preventing data leakage.  Feature reuse is enabled through Unity Catalog's central registry where any Delta table with a primary key can be used as a discoverable feature table accessible across workspaces. The Features UI provides search by feature name, table, or tags. Automatic lineage tracking shows which models consume which features, enabling impact analysis before changes. FeatureSpecs define reusable feature sets that can be referenced across multiple models.  For cross-account sharing, Delta Sharing enables secure feature table distribution while maintaining governance and lineage, supporting multi-team collaboration requirements.  	References: Databricks feature engineering and legacy Workspace Feature Store release notes Work with feature tables in Unity Catalog Use features to train models Feature store overview and glossary What is a Feature Store? A Complete Guide to ML Feature Engineering	Full	Yes
RES.114	Feature Store	Describe your support for real-time feature updates.	Databricks supports real-time feature updates through streaming pipelines that continuously synchronise features from offline Delta tables to Online Feature Stores, enabling low-latency access for production inference workloads.  Feature tables stored as Delta tables in Unity Catalog leverage Change Data Feed to track row-level changes. When publish_table is called with streaming=True, a continuous pipeline propagates changes from offline storage to the Online Feature Store, typically achieving latency in the low seconds range depending on data volume and complexity.  Streaming feature computation pipelines consume real-time data sources via Structured Streaming and write updates to feature tables using fe.writetable. For batch scenarios requiring periodic freshness, scheduled Lakeflow Jobs run publish_table to incrementally refresh online features on configurable intervals.  Models served through Model Serving endpoints look up current feature values from Online Feature Stores, reducing training-serving skew. This capability supports AGL's customer-facing applications requiring fresh data for personalisation, demand forecasting, or operational decision-making aligned with your Business Intelligence value driver.  Databricks has announced that Tecton will join the platform to enhance real-time data serving capabilities. Integration timelines and specific enhancements will be communicated as the acquisition progresses.  	References: Databricks feature engineering and legacy Workspace Feature Store release notes Feature store overview and glossary Model Serving with automatic feature lookup How Do Real-Time Features Work in Machine Learning Announcing the General Availability of Databricks Feature Serving	Full	Yes
RES.115	LLM Tuning	How do you support fine-tuning of large language models with enterprise data?	Databricks supports fine-tuning large language models through Agent Bricks Model Training, currently in Public Preview on AWS and Azure US regions. This enables AGL to create domain-specific models using proprietary energy sector data whilst maintaining complete data sovereignty.  Three fine-tuning approaches are available. Chat completion optimises conversational models, instruction fine-tuning handles structured prompt-response scenarios, and continued pre-training embeds domain knowledge from raw text. Supported models include Meta Llama 3.3 70B, Llama 3.2 (1B and 3B), and Llama 3.1 (8B and 70B).  Training data remains in Unity Catalog with encryption at rest and in transit, full lineage tracking, and governance controls throughout the model lifecycle. The platform automatically provisions GPUs, checkpoints models to MLflow, and registers fine-tuned models to Unity Catalog for one-click deployment via Agent Bricks Model Serving.  AGL retains complete ownership of fine-tuned model weights. The optimised infrastructure delivers up to 2x faster training than open source alternatives, accessible via Python SDK or UI, scaling from thousands of examples to billions of tokens.  	References: Agent Bricks Model Training documentation Databricks release notes Introducing Agent Bricks Model Training blog Foundation Model APIs supported models Characterizing Datasets and Building Better Models with Continued Pre-Training LLMOps workflows on Azure Databricks	Full	Yes
RES.116	LLM Tuning	Describe your parameter-efficient tuning techniques.	"Databricks supports parameter-efficient fine-tuning through custom implementation using open-source libraries. While Agent Bricks Model Training provides full-parameter fine-tuning, organisations can implement Low-Rank Adaptation (LoRA) and Quantized LoRA (QLoRA) using Hugging Face PEFT on Databricks GPU compute.  LoRA fine-tunes less than 1% of model parameters by training small adapter matrices, significantly reducing GPU memory and training time whilst maintaining quality comparable to full fine-tuning. QLoRA adds 4-bit quantisation, enabling fine-tuning of 70B parameter models on single A100 GPUs.  Databricks provides notebook examples with configurable rank parameters and integration with Hugging Face Transformers, bitsandbytes for quantisation, and DeepSpeed for distributed training. All custom fine-tuning workflows integrate with MLflow for experiment tracking and Unity Catalog for model governance and lineage.  For AGL’s forecasting and customer analytics, this ""custom-governed"" approach offers the best of both worlds: the memory efficiency of parameter-efficient tuning (enabling the use of smaller, cheaper GPU instances) with the enterprise security of the Databricks Data Intelligence Platform  "	References: Efficient Fine-Tuning with LoRA: A Guide to LLMs Large language models (LLMs) on Databricks Foundation Model Training LIMIT: Less Is More for Instruction Tuning Serving Quantized LLMs on NVIDIA H100 Tensor Core GPUs	Full	Yes
RES.117	LLM Tuning	What monitoring and optimization capabilities exist for tuning jobs?	Databricks provides comprehensive monitoring and optimisation capabilities for fine-tuning jobs through MLflow integration and the Foundation Model Fine-tuning service.  Real-time monitoring is available via the get_events() API and MLflow Experiments UI, displaying training progress with automated metrics including training loss, LanguageCrossEntropy, LanguagePerplexity, and TokenAccuracy. Training and evaluation metrics are automatically visualised in the Charts tab, with loss tracking as the primary indicator to detect overfitting. You can specify up to 10 evaluation prompts to monitor model response quality throughout training, with outputs logged at each checkpoint.  Hyperparameter optimisation supports configurable learning rate and training duration through UI or API. All models train using the AdamW optimiser with learning rate warmup. The platform tracks all parameters, metrics, artefacts, and code versions in MLflow for comparison and iteration.  Infrastructure optimisation includes automatic GPU provisioning with fast startup times, periodic checkpoint saving to MLflow artefacts for resumption, and automatic model registration to Unity Catalog with full lineage tracking. Agent Bricks Agent Evaluation enables post-training model comparison using LLM-as-a-Judge techniques. System tables track resource consumption and costs across all fine-tuning workloads.	Fine-tune a foundation model tutorial: https://learn.microsoft.com/en-us/azure/databricks/large-language-models/foundation-model-training/fine-tune-run-tutorial View and manage fine-tuning runs: https://learn.microsoft.com/en-us/azure/databricks/large-language-models/foundation-model-training/view-manage-runs MLflow tracking documentation: https://docs.databricks.com/aws/en/mlflowracking Hyperparameter tuning: https://docs.databricks.com/aws/en/machine-learning/automl-hyperparam-tuning/ Scorers and LLM judges: https://learn.microsoft.com/en-us/azure/databricks/mlflow3/genai/eval-monitor/concepts/scorers	Full	Yes
RES.118	LLM Model Services	Explain your APIs for hosting and serving LLMs securely.	Databricks provides secure LLM hosting through Agent Bricks Model Serving with unified REST APIs, MLflow Deployment APIs, and OpenAI-compatible endpoints for real-time and batch inference.  Three deployment options support different use cases: Foundation Model APIs offer pay-per-token pricing for experimentation with preconfigured endpoints for Meta Llama, DBRX, Anthropic Claude, OpenAI GPT, and Google Gemini. Provisioned Throughput delivers production-grade performance guarantees and supports fine-tuned custom models. External Models centralise governance of third-party LLM providers with credential management and rate limiting. All endpoints scale to over 25,000 queries per second with sub-50ms overhead latency.  Security controls include workspace-level authentication and authorisation, AES-256 encryption at rest and TLS 1.2+ in transit, logical isolation between customer requests, IP Access Lists and Private Link for ingress control, and network policies for serverless egress. Foundation Model APIs operate as stateless workspace APIs with no data persistence. For paid accounts, user inputs are not used to train models or improve services.  Unity Catalog integration provides centralised governance with permissions management, usage tracking, and lineage. Agent Bricks Gateway extends this with rate limiting, payload logging, and guardrails across all model types, supporting AGL's requirements for secure, governed AI deployment at scale.  	References: December 2025 Release Notes - OpenAI GPT-5.2 now available as a Databricks-hosted model January 2025 Release Notes - Databricks-hosted models on Google Cloud Platform Databricks-hosted foundation models available in Foundation Model APIs Santalucia Seguros - Agent Bricks Model Serving for third-party model credential management July 2023 Release Notes - Customer-managed keys for encryption	Full	Yes
RES.119	LLM Model Services	How do you implement autoscaling for LLM inference workloads?	Databricks provides built-in autoscaling for LLM inference through Agent Bricks Model Serving with intelligent dual-window monitoring.  The platform uses a 20-second stable window for baseline traffic patterns and a 4-second panic window for demand spikes. Scale-up occurs immediately when traffic increases, ensuring consistent performance during peak periods. Scale-down follows a conservative approach, reducing capacity gradually after sustained demand decreases.  Serverless endpoints support optional scale-to-zero after 30 minutes of inactivity, reducing costs to zero during idle periods with 10-20 second cold-start recovery. For foundation models, provisioned throughput autoscaling adjusts capacity based on tokens-per-second demand within configured minimum and maximum ranges.  All infrastructure management, GPU orchestration, and capacity planning are fully automated. The platform integrates with Unity Catalog for cost attribution and governance, enabling AGL to track inference costs across business units whilst maintaining sub-50ms overhead latency at scale.  	References: Introducing Simple, Fast, and Scalable Batch LLM Inference on Agent Bricks Model Serving Fast, Secure and Reliable: Enterprise-grade LLM Inference Conduct your own LLM endpoint benchmarking Distributed LLM batch inference	Full	Yes
RES.120	LLM Model Services	Describe your integration options for external applications.	Databricks provides four primary integration pathways, all governed through Unity Catalog for security and compliance.  Lakebase delivers fully managed PostgreSQL-compatible databases with standard PostgreSQL drivers and REST APIs. This enables AGL's customer-facing applications to access curated lakehouse data with transactional consistency and low-latency queries. Synced tables support continuous streaming or scheduled batch synchronisation from Unity Catalog to Postgres.  Model Serving exposes REST APIs through OpenAI-compatible interfaces for high-throughput inference workloads. All endpoints authenticate via OAuth and enforce Unity Catalog permissions, supporting AGL's regulatory requirements.  Online Feature Stores provide low-latency feature serving through REST APIs, enabling real-time use cases such as fraud detection and personalisation engines to consume features via standard HTTP interfaces.  Model Context Protocol integration (currently in beta) enables standardised connections with external AI assistants, exposing Unity Catalog functions, Vector Search, and AI/BI Genie spaces through managed REST endpoints.  All integration options maintain consistent governance with authentication, authorisation, and audit logging managed centrally through Unity Catalog.  	References: Online Feature Store documentation Databricks OLTP (Lakebase) documentation Model Context Protocol integration December 2025 Release Notes - OpenAI GPT-5.2 Model Serving External models in Agent Bricks Model Serving September 2025 Release Notes - Route-optimized serving endpoints	Full	Yes
RES.121	Agentic Workflow	How do you orchestrate multi-step agent workflows with dynamic decision-making?	Databricks orchestrates multi-step agent processes through the Multi-Agent Supervisor pattern within Agent Bricks Agent Framework. The supervisor coordinates specialised agents using LLM-powered task delegation to dynamically route queries, manage interactions, and synthesise results without manual workflow coding.  The architecture combines Agent Bricks Agent Bricks: Knowledge Assistant for document retrieval, Unity Catalog functions for business logic, and external integrations. When a complex query arrives, the supervisor analyses requirements and delegates to appropriate sub-agents in parallel or sequence based on dependencies.  For AGL, this enables coordinating processes across energy operations, customer systems, and regulatory reporting. A query about customer energy usage triggers parallel processes: retrieving customer data, analysing consumption patterns, checking tariff eligibility, and generating compliance reports, all orchestrated automatically.  Unity Catalog integration ensures users only access sub-agents matching their permissions, with automatic conversation redirection when restrictions apply. This governance protects AGL's customer data and maintains regulatory compliance.  MLflow tracing provides end-to-end observability across multi-step processes. The Review App enables subject matter experts to provide feedback for continuous improvement, allowing AGL's teams to monitor and optimise agent performance across operational scenarios.  	References: Agent system design patterns Multi-Agent Supervisor Architecture: Orchestrating Enterprise AI at Scale Concepts: Generative AI on Databricks Build an Autonomous AI Assistant with Agent Bricks Agent Framework	Full	Yes
RES.122	Agentic Workflow	Describe your monitoring and audit capabilities for agent workflows.	Databricks delivers enterprise-grade monitoring and audit capabilities through three integrated layers.  Real-time observability uses MLflow 3 Tracing to capture inputs, outputs, intermediate steps, tool calls, and metadata for every agent interaction with sub-10 second latency. All traces automatically log to MLflow experiments and archive to Unity Catalog Delta tables for long-term analysis.  Production quality assessment runs continuously through configurable LLM judges and custom scorers on sampled traffic, evaluating correctness, safety, groundedness, and guideline adherence. Assessment results attach as feedback to traces within 15-30 minutes, enabling proactive quality management.  Comprehensive audit trails maintain complete governance through inference tables logging all serving requests and responses to Unity Catalog Delta tables, including HTTP status codes, execution duration, requester identity, and complete MLflow traces. The system.access.audit table provides 365-day retention of all workspace and account-level events including agent deployments, endpoint queries, and resource access with detailed timestamps and request parameters.  All monitoring data integrates with Unity Catalog for unified governance, role-based access control, and lineage tracking across development and production environments, supporting transparent operations and compliance requirements.  	References: MLflow 3 for GenAI Generative AI app developer workflow The key to production AI agents Evaluations Concepts Generative AI on Azure Databricks	Full	Yes
RES.123	Agentic Workflow	What integrations exist for external APIs and tools in agent workflows?	Databricks provides governed integration for external APIs and tools through Model Context Protocol (MCP) and Unity Catalog HTTP connections, ensuring secure credential management and consistent access controls.  MCP enables agents to discover and execute tools automatically. Managed MCP servers expose Unity Catalog functions, Vector Search indexes, and DBSQL as standardised tools. External MCP servers connect to third-party services from Databricks Marketplace (GitHub, JIRA, Confluence, Slack) or custom implementations via Unity Catalog HTTP connections with automatic OAuth flows and token refresh. Organisations can host proprietary MCP servers as Databricks Apps to expose custom business logic with built-in governance.  Unity Catalog HTTP connections provide secure credential management for external APIs, supporting OAuth 2.0 (user-to-machine and machine-to-machine) and bearer token authentication. This enables agents to call REST APIs for services like Microsoft Teams, Google Calendar, and Azure AI Search while enforcing Unity Catalog permissions.  Tools created once work with any agent framework (LangChain, OpenAI SDK, LangGraph) and can be reused across internal agents and third-party AI assistants.  	References: Integrate Unity Catalog tools with third party generative AI frameworks AI agent tools Agent system design patterns	Full	Yes
RES.124	LLM Application	Explain your support for building custom applications powered by LLMs.	Databricks provides end-to-end native capabilities for building, deploying, and governing custom LLM applications across AWS and Azure environments.  For development, Agent Bricks Agent Framework (GA) enables production-quality AI agents in Python using any library including LangChain, LangGraph, LlamaIndex, or custom code, with MLflow 3 integration for lifecycle management and Unity Catalog governance. AI Playground offers no-code prototyping to test models and build tool-calling agents with exportable production code. Agent Bricks Agent Bricks (Beta) automatically constructs optimised agent systems for common patterns like Knowledge Assistant RAG chatbots, Information Extraction, and Multi-Agent Supervisor workflows.  For deployment, Model Serving provides scalable REST APIs with automatic credential management, whilst Databricks Apps (GA) supports custom UIs using Streamlit, Gradio, React, or other frameworks on serverless compute with built-in OAuth and Git-based CI/CD.  For AGL specifically, this enables rapid development of customer-facing applications for billing enquiries and outage notifications, plus internal tools for regulatory compliance extraction and operational analytics. Vector Search automatically indexes unstructured data from Delta tables with row-level security, ensuring sensitive customer information remains protected. Foundation model access through pay-per-token APIs (Llama, Claude, GPT, Gemini) provides flexibility whilst AI Gateway ensures unified governance across all model calls.  	References: https://learn.microsoft.com/en-us/azure/databricks/generative-ai/agent-framework/build-genai-apps https://learn.microsoft.com/en-us/azure/databricks/generative-ai/agent-framework/create-agent https://learn.microsoft.com/en-us/azure/databricks/dev-tools/databricks-apps/ https://learn.microsoft.com/en-gb/azure/databricks/release-notes/product/ https://learn.microsoft.com/en-us/azure/databricks/machine-learning/mlops/llmops https://learn.microsoft.com/en-us/azure/databricks/generative-ai/guide/agent-system-design-patterns https://docs.databricks.com/aws/en/generative-ai/guide/concepts/ https://docs.databricks.com/aws/en/mlflow3/genai/eval-monitor/build-eval-dataset https://www.databricks.com/blog/state-ai-enterprise-adoption-growth-trends	Full	Yes
